147613847905352	(0.0, 0.0, 0.0)
147613847911352	(0.0, 0.0, 0.0)
147613847912853	(0.0, 0.0, 0.0)
147613847915153	(0.0, 0.0, 0.0)
147613847916653	(0.0, 0.0, 0.0)
147613847918353	(0.0, 0.0, 0.0)
147613847920053	(0.0, 0.0, 0.0)
147613847921653	(0.0, 0.0, 0.0)
147613847923253	(0.0, 0.0, 0.0)
147613847925253	(0.0, 0.0, 0.0)
147613847926753	(0.0, 0.0, 0.0)
147613847928453	(0.0, 0.0, 0.0)
147613847930154	(0.0, 0.0, 0.0)
147613847931754	(0.0, 0.0, 0.0)
147613847933454	(0.0, 0.0, 0.0)
147613847935254	(0.0, 0.0, 0.0)
147613847936854	(0.0, 0.0, 0.0)
147613847938454	(0.0, 0.0, 0.0)
147613847940154	(0.0, 0.0, 0.0)
147613847941654	(0.0, 0.0, 0.0)
147613847943354	(0.0, 0.0, 0.0)
147613847945154	(0.0, 0.0, 0.0)
147613847946854	(0.0, 0.0, 0.0)
147613847948355	(0.0, 0.0, 0.0)
147613847950055	(0.0, 0.0, 0.0)
147613847951655	(0.0, 0.0, 0.0)
147613847953355	(0.0, 0.0, 0.0)
147613847955055	(0.0, 0.0, 0.0)
147613847956655	(0.0, 0.0, 0.0)
147613847958355	(0.0, 0.0, 0.0)
147613847959955	(0.0, 0.0, 0.0)
147613847961555	(0.0, 0.0, 0.0)
147613847963355	(0.0, 0.0, 0.0)
147613847965555	(0.0, 0.0, 0.0)
147613847967356	(0.0, 0.0, 0.0)
147613847968956	(0.0, 0.0, 0.0)
147613847970556	(0.0, 0.0, 0.0)
147613847972256	(0.0, 0.0, 0.0)
147613847973856	(0.0, 0.0, 0.0)
147613847975556	(0.0, 0.0, 0.0)
147613847977456	(0.0, 0.0, 0.0)
147613847978856	(0.0, 0.0, 0.0)
147613847980556	(0.0, 0.0, 0.0)
147613847982256	(0.0, 0.0, 0.0)
147613847983857	(0.0, 0.0, 0.0)
147613847985357	(0.0, 0.0, 0.0)
147613847987257	(0.0, 0.0, 0.0)
147613847988857	(0.0, 0.0, 0.0)
147613847990557	(0.0, 0.0, 0.0)
147613847992257	(0.0, 0.0, 0.0)
147613847993857	(0.0, 0.0, 0.0)
147613847995357	(0.0, 0.0, 0.0)
147613847997157	(0.0, 0.0, 0.0)
147613847998857	(0.0, 0.0, 0.0)
147613848000457	(0.0, 0.0, 0.0)
147613848002058	(0.0, 0.0, 0.0)
147613848003658	(0.0, 0.0, 0.0)
147613848005358	(0.0, 0.0, 0.0)
147613848007058	(0.0, 0.0, 0.0)
147613848008658	(0.0, 0.0, 0.0)
147613848010358	(0.0, 0.0, 0.0)
147613848012158	(0.0, 0.0, 0.0)
147613848013658	(0.0, 0.0, 0.0)
147613848015258	(0.0, 0.0, 0.0)
147613848018058	(0.0, 0.0, 0.0)
147613848018959	(0.0, 0.0, 0.0)
147613848020659	(0.0, 0.0, 0.0)
147613848022359	(0.0, 0.0, 0.0)
147613848024059	(0.0, 0.0, 0.0)
147613848025559	(0.0, 0.0, 0.0)
147613848027359	(0.0, 0.0, 0.0)
147613848028959	(0.0, 0.0, 0.0)
147613848030759	(0.0, 0.0, 0.0)
147613848032259	(0.0, 0.0, 0.0)
147613848033959	(0.0, 0.0, 0.0)
147613848035660	(0.0, 0.0, 0.0)
147613848037460	(0.0, 0.0, 0.0)
147613848038860	(0.0, 0.0, 0.0)
147613848040660	(0.0, 0.0, 0.0)
147613848042160	(0.0, 0.0, 0.0)
147613848043960	(0.0, 0.0, 0.0)
147613848045460	(0.0, 0.0, 0.0)
147613848047160	(0.0, 0.0, 0.0)
147613848048860	(0.0, 0.0, 0.0)
147613848050560	(0.0, 0.0, 0.0)
147613848052160	(0.0, 0.0, 0.0)
147613848053861	(0.0, 0.0, 0.0)
147613848055361	(0.0, 0.0, 0.0)
147613848057261	(0.0, 0.0, 0.0)
147613848058761	(0.0, 0.0, 0.0)
147613848060461	(0.0, 0.0, 0.0)
147613848062161	(0.0, 0.0, 0.0)
147613848063761	(0.0, 0.0, 0.0)
147613848065561	(0.0, 0.0, 0.0)
147613848067161	(0.0, 0.0, 0.0)
147613848068861	(0.0, 0.0, 0.0)
147613848071462	(0.0, 0.0, 0.0)
147613848072562	(0.0, 0.0, 0.0)
147613848074262	(0.0, 0.0, 0.0)
147613848075862	(0.0, 0.0, 0.0)
147613848077462	(0.0, 0.0, 0.0)
147613848079262	(0.0, 0.0, 0.0)
147613848080862	(0.0, 0.0, 0.0)
147613848082462	(0.0, 0.0, 0.0)
147613848084162	(0.0, 0.0, 0.0)
147613848085762	(0.0, 0.0, 0.0)
147613848087362	(0.0, 0.0, 0.0)
147613848089063	(0.0, 0.0, 0.0)
147613848090863	(0.0, 0.0, 0.0)
147613848092463	(0.0, 0.0, 0.0)
147613848094163	(0.0, 0.0, 0.0)
147613848095663	(0.0, 0.0, 0.0)
147613848097463	(0.0, 0.0, 0.0)
147613848098963	(0.0, 0.0, 0.0)
147613848100663	(0.0, 0.0, 0.0)
147613848102263	(0.0, 0.0, 0.0)
147613848104063	(0.0, 0.0, 0.0)
147613848105564	(0.0, 0.0, 0.0)
147613848107364	(0.0, 0.0, 0.0)
